univ_rank,first_initial,last_initial,cit_2017,cit_2018,cit_2019,cit_2020,cit_2021,cit_2022,h_index,i_10_index
71,P,A,20,26,18,6,19,42,17,37
71,M,A,8,60,31,102,134,202,11,11
71,A,B,43,59,80,95,81,81,13,13
71,M,B,840,699,668,576,637,613,45,86
71,K,D,64,75,64,47,59,47,23,32
71,E,A,104,99,104,90,70,65,18,26
71,S,F,56,33,49,41,40,41,10,10
71,M,H,16,31,56,74,104,98,12,14
71,R,H,276,281,321,312,370,328,38,91
71,T,K,427,469,435,344,338,312,27,59
